object_id,image_id,word,label,score,target_score,best_neighbor,best_neighbor_score,tdev_margin,matched_phrase,gated_unit,removed_text,gated
5315,180383,potted plant,1,0.10828432150185108,0.011715678498148918,tv,0.6941038370132446,-0.6823881585150957,potted plant,sentence,"The room also has a chair positioned near the table, and a potted plant can be seen in the corner of the room.",1
4364,33489,handbag,1,0.10823838494718074,0.011761615052819252,traffic light,0.5322533845901489,-0.5204917695373297,handbag,sentence,"There is also a handbag placed on the ground, possibly belonging to the person standing nearby.",1
4421,40686,bottle,1,0.10789938632398843,0.012100613676011562,refrigerator,0.5107102394104004,-0.49860962573438883,bottle,sentence,"The room also has a few items on the bed, such as a towel and a bottle.",1
6444,334311,person,1,0.10775077704340219,0.012249222956597805,bench,0.7730361819267273,-0.7607869589701295,people,sentence,"The bench is positioned on the side of the road, providing a place for people to sit and enjoy the natural surroundings.",1
12823,67180,handbag,1,0.10772443551570177,0.01227556448429823,bench,0.4982016086578369,-0.4859260441735387,handbag,sentence,"In the background, there is a potted plant placed on the left side of the scene, and a handbag can be seen resting on the ground, close to the woman.",1
15244,414034,tv,1,0.10771763499826192,0.012282365001738071,remote,0.6249276399612427,-0.6126452749595046,television,sentence,"The child appears to be focused on the remote, possibly playing a video game or adjusting the television settings.",1
13228,126983,bottle,1,0.10759720101952552,0.012402798980474472,refrigerator,0.6284312605857849,-0.6160284616053104,bottles,sentence,"A couple of bottles can also be seen on the countertops, possibly containing beverages or condiments.",1
4830,108645,potted plant,1,0.10736273404210805,0.012637265957891941,remote,0.5038919448852539,-0.49125467892736197,potted plant,sentence,"The room they are in has a few decorative elements, such as a clock on the wall and a potted plant nearby.",1
266,36962,dining table,1,0.1073231491073966,0.012676850892603397,chair,0.4301517605781555,-0.4174749096855521,table,sentence,"The image features a cat sitting on top of a television set, which is placed on a wooden table.",1
5001,135116,sports ball,1,0.10732061311602592,0.012679386883974075,dog,0.6087391376495361,-0.5960597507655621,sports ball,sentence,"Additionally, there is a sports ball located near the right side of the dog, possibly indicating that the dog is waiting for its owner to play with it.",1
429,57238,bowl,1,0.10680572398006916,0.01319427601993084,chair,0.4047629237174988,-0.39156864769756794,,,,0
1045,150091,car,1,0.10658009432256221,0.013419905677437782,traffic light,0.3711511790752411,-0.3577312733978033,cars,sentence,"There are several cars visible on the train, with some located near the front and others further back.",1
5086,146997,book,1,0.10653900902718305,0.013460990972816944,vase,0.7172649502754211,-0.7038039593026042,books,sentence,"The vase itself is made of books, adding a unique and creative touch to the display.",1
6191,303089,sink,1,0.10607971146702766,0.013920288532972336,toothbrush,0.7631959319114685,-0.7492756433784962,sink,sentence,"The bathroom appears to be well-lit, with a sink visible in the background.",1
13178,121417,car,1,0.10591183591634035,0.014088164083659649,handbag,0.4237138032913208,-0.40962563920766115,car,sentence,"The scene takes place on a street, with a car visible in the background.",1
5505,208648,car,1,0.10565931618213653,0.014340683817863464,traffic light,0.32597967982292175,-0.3116389960050583,cars,sentence,"The train is moving along the tracks, and there are several other cars behind it.",1
14633,330536,bottle,1,0.10565701860934495,0.01434298139065504,sink,0.5192922353744507,-0.5049492539837956,bottle,sentence,"A towel is hanging on the left side of the bathtub, and a bottle can be seen placed on the right side of the sink.",1
15838,498463,sink,1,0.1054945596307516,0.01450544036924839,refrigerator,0.7609238028526306,-0.7464183624833822,sink,sentence,The kitchen also has a sink located towards the right side of the scene.,1
348,47524,sink,1,0.1054473415762186,0.014552658423781395,toothbrush,0.5281336307525635,-0.5135809723287821,sink,sentence,"The man is standing in a bathroom, with a sink visible in the background.",1
7141,426342,cow,1,0.10514018300920724,0.014859816990792751,dog,0.6245765089988708,-0.6097166920080781,bull,sentence,"The dog appears to be a large, muscular breed, possibly a pit bull.",1
5880,262162,dining table,0,0.10486474186182021,0.014923296868801117,chair,0.31978803873062134,-0.3048647418618202,desk,sentence,"A desk with a computer setup is located in the right corner of the room, with a chair positioned in front of it.",1
928,131203,chair,1,0.10482072539627552,0.01517927460372448,laptop,0.7086987495422363,-0.6935194749385118,chair,sentence,"In the background, there is a chair visible, likely for the user to sit on while working on the laptop.",1
11099,410878,person,1,0.104744094312191,0.01525590568780899,bench,0.3304153084754944,-0.3151594027876854,people,sentence,"There are two people in the scene, one standing closer to the motorcycle and the other further away.",1
8684,53263,knife,1,0.1044667101278901,0.01553328987210989,cake,0.5290818810462952,-0.5135485911741853,knives,sentence,"In addition to the cake, there are two knives visible in the scene, likely used for cutting and serving the cake.",1
861,122745,car,1,0.10433232121169567,0.01566767878830433,stop sign,0.8911529183387756,-0.8754852395504713,cars,sentence,"The scene appears to be set in a city, as there are multiple cars parked or driving nearby.",1
2479,356494,airplane,0,0.10423888906836509,0.015761110931634903,motorcycle,0.5135912895202637,-0.49783017858862877,jet,sentence,"The image features a man wearing a wetsuit, riding a jet ski on a body of water.",1
3808,540288,cup,1,0.10417410254478454,0.015825897455215454,sandwich,0.592623233795166,-0.5767973363399506,cup,sentence,"There are a few other items on the table, including a cell phone placed towards the right side, a book located in the middle, and a cup situated on the left side.",1
3311,467988,dining table,0,0.104109066426754,0.015890933573246002,chair,0.35183805227279663,-0.33594711869955063,desk,sentence,The image features a small desk with a laptop computer sitting on top of it.,1
9985,256251,chair,1,0.10404284007847309,0.01595715992152691,dining table,0.4186290502548218,-0.40267189033329487,chairs,sentence,"The table is surrounded by chairs, with one on the left side and another on the right side.",1
12496,22596,bird,1,0.10393759317696094,0.016062406823039055,cow,0.6388176679611206,-0.6227552611380816,birds,sentence,"There are also two birds in the scene, one perched on a branch near the cow and the other flying above the water.",1
12723,52386,bird,1,0.1039075319468975,0.016092468053102493,giraffe,0.8690530061721802,-0.8529605381190777,birds,sentence,"In addition to the giraffe, there are two birds visible in the image, one located near the top left corner and the other towards the top right corner.",1
14352,293804,book,1,0.10387668468058109,0.016123315319418907,couch,0.49474310874938965,-0.47861979342997074,book,sentence,"A clock is mounted on the wall, and a book is resting on a surface, possibly a coffee table.",1
6673,361751,person,1,0.10386592417955398,0.016134075820446014,bench,0.589762270450592,-0.573628194630146,person,sentence,"A person can be seen standing near the benches, possibly enjoying the outdoor space or waiting for someone.",1
15320,426253,person,1,0.10369362205266952,0.016306377947330475,bottle,0.37074795365333557,-0.3544415757060051,person,sentence,"There is a person standing in the background, partially visible on the left side of the image.",1
12548,27768,handbag,1,0.10358628526329994,0.016413714736700058,bus,0.5562615990638733,-0.5398478843271732,handbag,sentence,"A person is also holding a handbag, which can be seen near the center of the image.",1
11489,462364,bottle,1,0.10322297632694244,0.016777023673057556,sink,0.4083113372325897,-0.39153431355953217,bottle,sentence,"Additionally, there is a cup placed on the left side of the toilet, and a bottle can be seen on the right side of the toilet.",1
15342,428161,handbag,1,0.10311690799891948,0.016883092001080513,umbrella,0.5418234467506409,-0.5249403547495604,handbag,sentence,"A handbag can also be seen placed on the ground, close to the left side of the table.",1
12878,78194,remote,1,0.10288927972316741,0.01711072027683258,couch,0.40774181485176086,-0.3906310945749283,remote,sentence,"The image features a young boy lying on a couch, playing a video game with a remote control in his hand.",1
925,130645,handbag,1,0.10288040794432163,0.017119592055678368,bus,0.6881095170974731,-0.6709899250417948,handbag,sentence,"One person is carrying a handbag, which is visible near the center of the image.",1
10393,316400,dining table,0,0.10276846606284379,0.010924491100013256,cake,0.31369295716285706,-0.3027684660628438,dining table,sentence,"In the background, there is a dining table with a cup placed on it.",1
12897,79689,bottle,1,0.10264982365071773,0.017350176349282265,chair,0.5024922490119934,-0.48514207266271114,bottles,sentence,"In addition to the towels, there are two bottles placed on the wall, one closer to the sink and the other further away.",1
14887,367528,person,0,0.10249636404216289,0.017503635957837105,cup,0.4074808657169342,-0.3899772297590971,pitcher,sentence,The image features a wooden dining table with a red pitcher and a pink mug placed on it.,1
6517,343852,cake,1,0.10241762444376945,0.017582375556230545,cup,0.38283273577690125,-0.3652503602206707,cake,sentence,"The image features a man wearing a suit and tie, sitting on the ground and enjoying a piece of cake.",1
11376,446206,handbag,1,0.10201454803347587,0.017985451966524124,bus,0.6128407716751099,-0.5948553197085857,handbag,sentence,A handbag can be seen near the person on the right side of the image.,1
1877,266611,car,1,0.10200125247240066,0.017998747527599335,stop sign,0.5844099521636963,-0.566411204636097,cars,sentence,"In the background, there are a few cars parked or driving along the road, with one car closer to the left side of the image and two others further back on the right side.",1
11886,522782,dining table,0,0.10196789063513279,0.01803210936486721,chair,0.3905094265937805,-0.3724773172289133,desk,sentence,The image depicts a small bedroom with a bed and a computer desk.,1
8797,71914,apple,1,0.10185194469988346,0.01814805530011654,refrigerator,0.5614223480224609,-0.5432742927223444,apples,sentence,"There are also a few apples and oranges visible in the refrigerator, adding to the assortment of food items.",1
6129,296521,car,0,0.10124330304563045,0.018756696954369545,stop sign,0.4904666543006897,-0.47170995734632015,cars,sentence,"The train appears to be a long passenger train, with several cars visible behind it.",1
4784,102517,handbag,1,0.10121142510324715,0.008817515335977077,person,0.31002894043922424,-0.30121142510324717,handbag,sentence,"The scene also includes a chair located near the man, and a handbag can be seen placed on the ground.",1
3250,461655,chair,1,0.10113643936812877,0.018863560631871223,bottle,0.3873226046562195,-0.36845904402434826,chairs,sentence,"The table is surrounded by chairs, with one on the left side and another on the right side.",1
5206,164115,person,1,0.10112048581242561,0.018879514187574387,bench,0.327203631401062,-0.3083241172134876,people,sentence,"Additionally, there is a bench located near the left side of the image, providing a place for people to sit and enjoy the surroundings.",1
6076,289633,sink,1,0.10104356415569782,0.018956435844302177,toothbrush,0.8121049404144287,-0.7931485045701265,sink,sentence,"The scene is set in a bathroom, with a sink visible in the background.",1
6679,362368,dining table,1,0.10083402030169963,0.01916597969830036,spoon,0.5458452105522156,-0.5266792308539152,dining table,sentence,"The scene also includes a chair and a dining table, suggesting that the dessert is being served in a casual setting.",1
7466,470704,person,1,0.10058186843991279,0.019418131560087204,bottle,0.4274138808250427,-0.4079957492649555,people,sentence,The scene appears to be set for a wine tasting or a social gathering where people can enjoy the wine and engage in conversation.,1
2207,313562,dining table,0,0.1004086647927761,0.019591335207223892,knife,0.33624666929244995,-0.31665533408522606,table,sentence,The image features a woman standing in front of a table filled with a variety of carrots.,1
10396,316400,spoon,1,0.1002788396552205,0.013414117507636547,cake,0.31369295716285706,-0.3002788396552205,spoon,sentence,"The cup is situated towards the left side of the table, and a spoon can be seen resting on the table as well.",1
12453,15994,tv,1,0.10024849779903888,0.019751502200961113,cell phone,0.3756491541862488,-0.35589765198528767,television,sentence,"In the scene, there is also a remote control placed near the woman, possibly for controlling a television or other electronic devices.",1
14351,293804,clock,1,0.100049354955554,0.01995064504444599,couch,0.49474310874938965,-0.47479246370494366,,,,0
11208,425522,person,1,0.100010487139225,0.019989512860774994,backpack,0.3954557478427887,-0.3754662349820137,people,sentence,The overall scene gives the impression of a busy transportation area with many people traveling with their belongings.,1
3631,517973,truck,1,0.09971162386238575,0.02028837613761425,car,0.3398551940917969,-0.3195668179541826,truck,sentence,"In the background, there is another car parked further away, and a truck can be seen on the left side of the image.",1
6824,382696,spoon,1,0.09956214472651481,0.020437855273485184,oven,0.3214510679244995,-0.30101321265101433,spoon,sentence,"The room is filled with various tools and equipment, including a pair of scissors, a knife, and a spoon.",1
4465,48795,person,1,0.09931993566453456,0.02068006433546543,bench,0.46749234199523926,-0.4468122776597738,people,sentence,"The book is titled ""Our Crowd: The Greatest Gathering of People Who Love People.",1
7359,457217,dining table,0,0.09894916124641895,0.021050838753581047,bowl,0.4575219452381134,-0.43647110648453236,dining tables,sentence,"In the background, there are several chairs and dining tables arranged, suggesting that this might be a dining area or a place where visitors can relax and enjoy the view of the elephant.",1
5314,180383,chair,1,0.09887684404850006,0.02112315595149994,tv,0.6941038370132446,-0.6729806810617447,,,,0
6829,383107,dining table,0,0.09864522039890289,0.021354779601097107,chair,0.3330683410167694,-0.3117135614156723,desk,sentence,"A desk with a computer and a keyboard can be seen in the foreground, creating a workspace within the living area.",1
1493,214698,person,1,0.0985935878753662,0.02140641212463379,car,0.36165887117385864,-0.34025245904922485,drivers,sentence,"The street appears to be a mix of residential and urban elements, with the stop sign and street sign providing guidance for drivers and pedestrians.",1
7639,494629,dining table,0,0.09842704504728317,0.021572954952716827,cup,0.37666231393814087,-0.35508935898542404,desk,sentence,"The room also contains a TV mounted on the wall, and a keyboard and mouse are placed on a desk nearby.",1
15575,462211,handbag,1,0.0983941637724638,0.0216058362275362,traffic light,0.5454619526863098,-0.5238561164587736,handbags,sentence,"There are several people walking on the sidewalk, with some of them carrying handbags.",1
4200,12319,bird,1,0.09830849140882492,0.02169150859117508,giraffe,0.7623695731163025,-0.7406780645251274,birds,sentence,"In addition to the giraffes, there are several birds scattered throughout the scene, adding to the lively atmosphere.",1
3350,472030,person,1,0.0981422633677721,0.021857736632227898,backpack,0.6881309747695923,-0.6662732381373644,person,sentence,"The backpack is positioned close to the bench, making it easily accessible for the person who brought it.",1
1727,246717,person,1,0.09800018824636936,0.021999811753630638,car,0.33258697390556335,-0.3105871621519327,people,sentence,"The street is lined with trees, providing a pleasant atmosphere for the people and vehicles passing by.",1
10615,346207,dining table,0,0.09799696773290634,0.02200303226709366,cup,0.38897231221199036,-0.3669692799448967,desk,sentence,The image features a wooden desk with a laptop and a computer monitor placed on it.,1
3654,523565,dining table,0,0.09793987952172756,0.022060120478272438,cup,0.35384923219680786,-0.3317891117185354,table,sentence,"The vase is placed on a table, and the red berries are scattered throughout the vase, creating a visually appealing arrangement.",1
3723,531349,car,1,0.09779612056910991,0.022203879430890083,bus,0.7193613648414612,-0.6971574854105711,car,sentence,"A car can be seen parked further down the street, and a bench is located near the bus, providing a place for people to sit and enjoy the view.",1
1275,183332,book,1,0.09760544344782829,0.022394556552171707,laptop,0.6902163624763489,-0.6678218059241772,books,sentence,"There are several books scattered around the room, with some placed on the desk and others on the floor.",1
1631,234697,car,1,0.09725449129939079,0.022745508700609207,traffic light,0.5280780792236328,-0.5053325705230236,cars,sentence,"The street appears to be empty, with no cars or pedestrians visible.",1
7831,525682,potted plant,1,0.0971374762058258,0.022862523794174194,couch,0.44228607416152954,-0.41942355036735535,potted plant,sentence,"A potted plant can be seen in the background, adding a touch of greenery to the space.",1
4284,23369,car,1,0.09711643576622009,0.022883564233779907,motorcycle,0.628646731376648,-0.605763167142868,car,sentence,"In addition to the motorcycle, there is a car parked on the road, slightly behind the motorcycle.",1
15044,386803,umbrella,1,0.09707595862448215,0.022924041375517845,boat,0.517013669013977,-0.4940896276384592,umbrellas,sentence,"In addition to the people and boats, there are a few umbrellas present in the scene, providing shade for the people on the water.",1
10926,386786,bowl,1,0.0970717117935419,0.022928288206458092,sink,0.4725998640060425,-0.4496715757995844,bowl,sentence,"The toilet seat is up, revealing the toilet bowl.",1
8359,9450,bench,1,0.09696639969944953,0.02303360030055046,baseball glove,0.741436779499054,-0.7184031791985035,bench,sentence,"The scene takes place in a park, with a bench visible in the background.",1
7912,533217,handbag,1,0.09695734724402427,0.023042652755975723,car,0.4171515703201294,-0.39410891756415367,handbags,sentence,"Some of them are carrying handbags, indicating that they might be shopping or running errands.",1
11750,502141,bird,1,0.09694704495370388,0.02305295504629612,umbrella,0.42275378108024597,-0.39970082603394985,bird,sentence,"A bird feeder is also present in the scene, adding to the backyard's charm.",1
14617,328084,car,0,0.09689701739698647,0.004714823327958584,stop sign,0.30161184072494507,-0.2968970173969865,car,sentence,"The image features a blue sign with white lettering, indicating the entrance to a public car park.",1
14946,373574,dining table,0,0.09678141295909881,0.023218587040901184,bottle,0.4856460988521576,-0.4624275118112564,desk,sentence,The image features a desk with a laptop computer and a television monitor placed next to each other.,1
8267,578522,person,1,0.09674638777971267,0.023253612220287323,car,0.3327299952507019,-0.3094763830304146,people,sentence,"In addition to the vehicles, there are two people visible in the scene, one near the center and the other closer to the right side.",1
10184,289343,horse,1,0.09655917331576347,0.023440826684236526,dog,0.6505593061447144,-0.6271184794604778,horse,sentence,"The bicycle is quite unique, as it has a long wheelbase and is designed to look like a horse.",1
3337,469896,vase,1,0.09649087570607662,0.023509124293923378,book,0.4149618446826935,-0.3914527203887701,vase,sentence,"Additionally, there is a vase placed on a surface in the room, adding a decorative touch to the scene.",1
9860,236874,sports ball,0,0.09643879987299442,0.023561200127005577,baseball glove,0.8394883871078491,-0.8159271869808435,ball,sentence,"He is holding the ball in his hand, with his arm fully extended, ready to make the pitch.",1
11824,513789,dining table,1,0.09632369957864284,0.023676300421357155,chair,0.3856711983680725,-0.36199489794671535,table,sentence,"A chair is placed in the right corner, and a small table is located in the middle of the room.",1
6073,289222,car,1,0.09611945681273937,0.023880543187260628,traffic light,0.6041395664215088,-0.5802590232342482,car,sentence,"A car is visible in the background, parked or waiting at the traffic light.",1
3317,467988,cell phone,0,0.09597819939255714,0.024021800607442856,laptop,0.5782489776611328,-0.55422717705369,cell phone,sentence,"A cell phone is placed on the desk, and a handbag is located nearby.",1
8565,37900,dining table,1,0.09565888736397027,0.014979182742536068,knife,0.31063807010650635,-0.2956588873639703,table,sentence,The image features a cluttered table with various items on it.,1
9111,122839,cell phone,1,0.09565532848238945,0.02434467151761055,handbag,0.36734557151794434,-0.3430009000003338,telephone,sentence,"The statue is located near a red telephone booth, which is a notable landmark in the scene.",1
13446,156372,person,1,0.09559083998203277,0.024409160017967224,backpack,0.5907407999038696,-0.5663316398859024,people,sentence,"The scene suggests a leisurely day out on the water, with people enjoying their time on the boats.",1
1067,153055,cup,1,0.09558175399899482,0.024418246001005173,pizza,0.7747238874435425,-0.7503056414425373,cups,sentence,"The table also has a few cups and a wine glass, suggesting that the pizza is being shared among friends or family.",1
4712,90239,potted plant,1,0.09552105598151683,0.024478944018483162,couch,0.48009172081947327,-0.4556127768009901,potted plant,sentence,"The living room also contains a potted plant, adding a touch of greenery to the space.",1
260,35738,couch,1,0.0954392597824335,0.02456074021756649,tv,0.6546028256416321,-0.6300420854240656,couch,sentence,"The room has a TV on the left side, and a couch is located in the background.",1
12047,544451,dining table,0,0.09524831660091876,0.022738410159945488,bottle,0.31798672676086426,-0.29524831660091877,desk,sentence,"The image features a desk with a desktop computer setup, including a keyboard and a mouse.",1
12909,81287,handbag,1,0.09496983222663402,0.025030167773365974,bus,0.46522748470306396,-0.440197316929698,handbags,sentence,"A few of them are carrying handbags, with one handbag located near the center of the image and another one closer to the right side.",1
7514,474344,sports ball,1,0.09490374371409416,0.025096256285905838,tennis racket,0.7094186544418335,-0.6843223981559277,ball,sentence,"The image features a man in a black shirt and jeans, holding a baseball bat and preparing to swing at a ball.",1
6087,291528,knife,1,0.09465934418141841,0.02534065581858158,sandwich,0.509925127029419,-0.48458447121083736,knife,sentence,"The sandwich is accompanied by a knife, which is placed on the plate, ready to be used for cutting and serving the sandwich.",1
14314,286662,bottle,1,0.0944987916201353,0.025501208379864693,wine glass,0.6091099977493286,-0.5836087893694639,bottle,sentence,"The table setting includes a cup and a bottle, possibly containing a beverage to accompany the dessert.",1
5854,258209,bicycle,0,0.0944290541857481,0.0255709458142519,bench,0.549014151096344,-0.5234432052820921,bicycles,sentence,"There are two bicycles in the scene, one located on the left side of the bench and the other on the right side.",1
5768,243456,bed,1,0.09428767941892147,0.02571232058107853,laptop,0.5887904763221741,-0.5630781557410955,bed,sentence,"On the desk, there is a cat sitting on a cat bed, looking out the window.",1
3099,444682,dining table,0,0.09407673858106136,0.025923261418938637,bowl,0.3334386348724365,-0.3075153734534979,desk,sentence,The image features a cluttered desk with various items scattered around.,1
4582,69805,chair,1,0.09399266995489597,0.026007330045104027,bowl,0.32570385932922363,-0.2996965292841196,chair,sentence,"Additionally, there is a chair located near the center of the image.",1
16338,568502,bottle,1,0.09391317225992679,0.026086827740073204,sink,0.4308268129825592,-0.404739985242486,bottles,sentence,"There are several bottles scattered around the bathroom, with some placed near the toilet and others on the floor.",1
5004,135670,car,1,0.09388400696218013,0.026115993037819862,bicycle,0.5127325057983398,-0.48661651276052,car,sentence,"The image features a bicycle parked inside a train, specifically in the doorway of a passenger train car.",1
8123,558012,couch,1,0.0938606046885252,0.0261393953114748,laptop,0.6286938786506653,-0.6025544833391905,couch,sentence,"The desk is situated in a room with a couch in the background, creating a comfortable and functional workspace.",1
15614,466422,bench,1,0.09371122054755687,0.026288779452443123,baseball glove,0.7104198336601257,-0.6841310542076826,bench,sentence,"The scene is set on a baseball field, with a bench visible in the background.",1
12389,9003,sports ball,0,0.09361165098845958,0.026388349011540413,tennis racket,0.8884237408638,-0.8620353918522596,ball,sentence,"The image features a man in a grey shirt and black shorts, holding a tennis racket and preparing to hit a tennis ball.",1
1950,277674,cup,1,0.09341938875615596,0.026580611243844032,fork,0.8060250282287598,-0.7794444169849157,cup,sentence,"A handbag can be seen placed on the left side of the cake, and a cup is located near the top right corner of the image.",1
278,38449,tie,1,0.09336314246058464,0.02663685753941536,handbag,0.3965061604976654,-0.36986930295825005,tie,sentence,"Additionally, there is a tie visible in the scene, possibly belonging to one of the individuals or someone else in the vicinity.",1
4372,33845,donut,1,0.09326407209038734,0.026735927909612656,knife,0.44465702772140503,-0.4179210998117924,donuts,sentence,"There are also several donuts scattered around the table, adding to the assortment of food items.",1
8252,577223,car,1,0.09319312579929828,0.026806874200701714,truck,0.5316925048828125,-0.5048856306821108,car,sentence,"There are a few other vehicles in the parking lot, including a car and a smaller truck.",1
4857,112664,bus,0,0.0930121437460184,0.02698785625398159,suitcase,0.5752143859863281,-0.5482265297323465,bus,sentence,"The image features a man sitting on a bench in front of a bus stop, waiting for the bus.",1
9750,223123,bird,1,0.09293939255177974,0.027060607448220253,cow,0.646373450756073,-0.6193128433078527,birds,sentence,"In addition to the cows, there are a few birds visible in the scene, adding to the natural atmosphere of the field.",1
10902,384503,truck,1,0.09288597375154495,0.027114026248455048,bus,0.39811909198760986,-0.3710050657391548,truck,sentence,"In addition to the trolley car, there are several other vehicles in the scene, including a car and a truck.",1
11492,463605,car,0,0.09283534705638885,0.027164652943611145,bus,0.44872036576271057,-0.4215557128190994,car,sentence,The image features a train car with graffiti covering its exterior.,1
7471,471394,cell phone,1,0.09281035438179969,0.023136194795370102,cup,0.3159465491771698,-0.2928103543817997,cell phone,sentence,"A cell phone can also be seen on the table, placed near the left edge.",1
13270,131497,bed,0,0.09281011193990707,0.027189888060092926,dog,0.5743894577026367,-0.5471995696425438,bed,sentence,"The image features a brown dog lying on a white surface, possibly a bed or a blanket.",1
14005,240742,bottle,1,0.09280146926641464,0.027198530733585358,cup,0.42704617977142334,-0.399847649037838,bottle,sentence,"A bottle can be seen in the top left corner of the table, and a bowl is located in the top right corner.",1
11307,437180,dining table,0,0.09278566099703311,0.02721433900296688,bottle,0.3544771671295166,-0.3272628281265497,table,sentence,"The image features a group of three people sitting around a table, engaged in a discussion.",1
6898,391158,person,1,0.09245341353118419,0.027546586468815804,cup,0.3572574555873871,-0.3297108691185713,people,sentence,"In addition to the train, there are two people in the scene, one located near the left side and the other closer to the right side.",1
